Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards
ROCKY BOY ELEMENTARY SCHOOL DISTRICT #87,193012960,ROCKY BOY,MT,59521,HILL,United States of America,School Board & School District,County Government,"$12,371,358"
NORTH AMERICAN INDIAN ALLIANCE,161221692,BUTTE,MT,59701,SILVER BOW,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$1,598,906"
MISSOULA URBAN INDIAN HEALTH CENTER INC,148056146,MISSOULA,MT,59801,MISSOULA,United States of America,Other Social Services Organization,"Other (Towns, Villages, American Indian Tribes)","$2,609,778"
FT BELKNAP COMMUNITY COUNCIL (HEAD START),050666569,HARLEM,MT,59526,BLAINE,United States of America,Other Educational Organization,"Other (Towns, Villages, American Indian Tribes)","$8,801,994"
LITTLE BIG HORN COLLEGE,137313631,CROW AGENCY,MT,59022,BIG HORN,United States of America,"Junior College, College & University",Non-Profit Public Non-Government Organizations,"$885,974"
"BLACKFEET TRIBAL BUSINESS COUNCIL, NATIVE AMERICAN PROG",113798149,BROWNING,MT,59417,GLACIER,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$917,948"
DEER LODGE COUNTY COMMISSIONERS,136936403,ANACONDA,MT,59711,DEER LODGE,United States of America,Planning & Administrative Organizations,County Government,"$4,161,542"
MOUNTAIN-PACIFIC QUALITY HEALTH FOUNDATION,030027130,HELENA,MT,59602,LEWIS AND CLARK,United States of America,"Research Institution, Foundation and Laboratory",Non-Profit Private Non-Government Organizations,"-$24,000"
ROCKY BOY HEALTH BOARD,059756981,BOX ELDER,MT,59521,HILL,United States of America,Other Health Organization,"Other (Towns, Villages, American Indian Tribes)","$106,482,694"
ROCKY BOY HEALTH BOARD,361306830,BOX ELDER,MT,59521,HILL,United States of America,Other Health Organization,"Other (Towns, Villages, American Indian Tribes)","$11,446,045"
CHIPPEWA CREE TRIBE,059756981,BOX ELDER,MT,59521,HILL,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$1,443,701"
CHIPPEWA CREE TRIBE,361306830,BOX ELDER,MT,59521,HILL,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$292,916"
"MONTANA MIGRANT COUNCIL, INC",104647938,BILLINGS,MT,591011900,YELLOWSTONE,United States of America,Other Social Services Organization,Sponsored Organizations,"$20,395,918"
"DISTRICT IX HUMAN RESOURCE DEVELOPMENT COUNCIL, INC",102360567,BOZEMAN,MT,59715,GALLATIN,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$9,192,715"
DULL KNIFE MEMORIAL COLLEGE,019018154,LAME DEER,MT,590430098,ROSEBUD,United States of America,"Junior College, College & University",Non-Profit Public Non-Government Organizations,$0
BARRETT MEMORIAL HOSPITAL,081147993,DILLON,MT,59735,MADISON,United States of America,Hospital,Sponsored Organizations,"$558,419"
"CHILD START, INC",182509430,MISSOULA,MT,598022827,MISSOULA,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$17,245,704"
BLACKFEET TRIBAL COUNCIL,172612756,BROWNING,MT,594170850,GLACIER,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$568,094"
"A.W.A.R.E., INC.",799681536,ANACONDA,MT,597112340,DEER LODGE,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$22,942,018"
MARIAS HEALTHCARE SERVICES INC,098701519,SHELBY,MT,59474,TOOLE,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$6,636,600"
Disability Rights Montana,017579603,HELENA,MT,59624,LEWIS AND CLARK,United States of America,Rehabilitation Organization ( Other Than Criminal ),Non-Profit Private Non-Government Organizations,"$6,241,863"
CROW TRIBAL COUNCIL,063730261,CROW AGENCY,MT,590220159,BIG HORN,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$27,027,424"
CROW INDIAN TRIBE SOCIAL SERVICE DIVISION,063730261,CROW AGENCY,MT,59022,BIG HORN,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$10,340,756"
Crow Tribe Of Indians,063730261,CROW AGENCY,MT,590220129,BIG HORN,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$349,824"
FORT PECK COMMUNITY COLLEGE,102366432,POPLAR,MT,592550398,ROOSEVELT,United States of America,"Junior College, College & University",State Government,"$2,018,086"
SALISH KOOTENAI COLLEGE,113488399,PABLO,MT,59855,LAKE,United States of America,"Junior College, College & University","Other (Towns, Villages, American Indian Tribes)","$8,803,767"
BLACKFEET COMMUNITY COLLEGE,098710494,BROWNING,MT,59417,GLACIER,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,"$2,032,954"
MISSOULA AGING SERVICES,161030010,MISSOULA,MT,59802,MISSOULA,United States of America,Welfare Department,Special Unit of Government,"$2,452,762"
Granite County Medical Center,089517494,PHILIPSBURG,MT,598580001,GRANITE,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$609,379"
CHIPPEWA CREE TRIBE BUSINESS COMMITTEE,059756981,BOX ELDER,MT,59521,HILL,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$6,765,504"
LITTLE SHELL BAND OF CHIPPEWA INDIANS,793368114,LAME DEER,MT,59043,ROSEBUD,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$69,435"
Neighborhood Housing Services,122058795,GREAT FALLS,MT,59401,CASCADE,United States of America,Welfare Department,State Government,"$65,294"
ST. PETER'S COMMUNITY HOSPITAL FOUNDATION,964807007,HELENA,MT,59601,LEWIS AND CLARK,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$300,000"
"YELLOWSTONE COUNTY HEAD START, INC",136210403,BILLINGS,MT,59103,YELLOWSTONE,United States of America,Other Educational Organization,Non-Profit Public Non-Government Organizations,"$21,562,791"
MONTANA INDEPENDENT LIVING PROJECT INC,182323386,HELENA,MT,596013340,LEWIS AND CLARK,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$2,217,453"
District II Alcohol and Drug Program,183016658,SIDNEY,MT,59270,RICHLAND,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$48,258"
INDIAN HEALTH BOARD OF BILLINGS,148054794,BILLINGS,MT,591024200,YELLOWSTONE,United States of America,Other Health Organization,"Other (Towns, Villages, American Indian Tribes)","$477,703"
STONE CHILD COLLEGE,603804691,BOX ELDER,MT,595219796,HILL,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,"$3,917,846"
Aaniiih Nakoda College,144176575,HARLEM,MT,595260159,BLAINE,United States of America,"Junior College, College & University",State Government,"$3,845,000"
"Parents, Lets Unite for Kids",111236514,BILLINGS,MT,591016003,YELLOWSTONE,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$589,717"
"YOUNG FAMILIES EARLY HEAD START, INC.",830945726,BILLINGS,MT,59102,YELLOWSTONE,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$3,016,016"
"Alliance for Youth, Inc.",829250455,ARMINGTON,MT,59412,CASCADE,United States of America,Other Special Interest Organization,Non-Profit Public Non-Government Organizations,"$939,205"
"BUTTE SILVER BOW PRIMARY HEALTH CARE, INC",841876642,BUTTE,MT,597024202,SILVER BOW,United States of America,Other Health Organization,Non-Profit Public Non-Government Organizations,"$19,960,459"
Northern Cheyenne Tribe,001118574,LAME DEER,MT,59034,BIG HORN,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$27,145,740"
NORTHERN CHEYENNE TRIBE,001118574,LAME DEER,MT,59043,ROSEBUD,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$2,782,647"
MONTANA COALITION AGAINST DOMESTIC VIOLENCE,036541035,HELENA,MT,59624,LEWIS AND CLARK,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$1,657,391"
"SUMMIT INDEPENDENT LIVING CENTER, INC.",164223604,MISSOULA,MT,598031489,MISSOULA,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$2,900,124"
Anaconda PCA Family Resources Center,791844525,ANACONDA,MT,597112323,DEER LODGE,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$173,258"
"MONTANA PRIMARY CARE ASSOCIATION, INC",946013117,HELENA,MT,596011906,LEWIS AND CLARK,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$12,041,197"
"Sweet Medical Center, Inc",843161738,CHINOOK,MT,595230309,BLAINE,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$3,361,266"
LIVING INDEPENDENTLY FOR TODAY AND TOMORROW INCORPORATE,182501510,BILLINGS,MT,591024281,YELLOWSTONE,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$800,565"
NORTH CENTRAL INDEPENDENT LIVING SERVICES INC,612380824,BLACK EAGLE,MT,594141037,CASCADE,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$890,618"
"MCLAUGHLIN RESRCH INSTITUTE FR BIOMEDICAL SCIENCES, INC",619471691,GREAT FALLS,MT,594054900,CASCADE,United States of America,"Research Institution, Foundation and Laboratory",Private Profit ( Small Business ) Organizations,"$1,423,550"
ST JOSEPH HOSPITAL (INC),060267135,POLSON,MT,598605315,LAKE,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$99,023"
SAINT VINCENT HEALTHCARE FOUNDATION,176227619,BILLINGS,MT,59101,YELLOWSTONE,United States of America,"Research Institution, Foundation and Laboratory",Non-Profit Public Non-Government Organizations,"$4,552,689"
LAKE COUNTY COMMUNITY DEVELOPMENT CORP,179627047,RONAN,MT,59864,LAKE,United States of America,Community Action Organization,Non-Profit Private Non-Government Organizations,"$499,983"
PUREVIEW HEALTH CENTER,937776987,HELENA,MT,596014759,LEWIS AND CLARK,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$3,294,263"
MONTANA FAMILY PRACTICE RESIDENCY,838702967,BILLINGS,MT,59101,YELLOWSTONE,United States of America,Other Health Organization,Non-Profit Private Non-Government Organizations,"$2,552,372"
"MONTANA COMMUNITY DEVELOPMENT CORPORATION,- MCDC",031251981,MISSOURLA,MT,59802,MISSOULA,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$3,936,733"
MONTANA CANCER CONSORTIUM,802713917,BILLINGS,MT,591010142,YELLOWSTONE,United States of America,"Research Institution, Foundation and Laboratory",Private Profit ( Small Business ) Organizations,"$4,708,098"
GENESEARCH INC,962692997,BOZEMAN,MT,59715,GALLATIN,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,351,832"
AMERICAN INDIAN BUSINESS LEADERS,044841190,PABLO,MT,59855,LAKE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$936,462"
ROCKY MOUNTAIN TRIBAL LEADERS COUNCIL,940039613,BILLINGS,MT,591025889,YELLOWSTONE,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$24,149,517"
Native American Development Corporation,949455620,BILLINGS,MT,59101,YELLOWSTONE,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$3,091,933"
ASHLAND COMMUNITY HEALTH CENTER,012191263,ASHLAND,MT,590030047,ROSEBUD,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$313,587"
RiverStone Health,008746062,BILLINGS,MT,59101,YELLOWSTONE,United States of America,Health Department,County Government,"$30,001,028"
"Liberty County Hospital and Nursing Home, Inc",060278546,CHESTER,MT,595220705,LIBERTY,United States of America,Hospital,County Government,"$483,411"
"Mountain Home Montana, Inc.",799954743,MISSOULA,MT,598046406,MISSOULA,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$684,723"
GOLDEN HELIX INC,002379134,BOZEMAN,MT,59718,GALLATIN,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$3,506,294"
RESODYN CORPORATION,836287680,BUTTE,MT,59701,SILVER BOW,United States of America,"Research Institution, Foundation and Laboratory",Private Profit ( Small Business ) Organizations,"$1,626,371"
Lincoln Co. Comm. Hlth Ctr DBA Northwest Comm. Hlth Ctr,135899545,LIBBY,MT,59923,LINCOLN,United States of America,Hospital,Non-Profit Public Non-Government Organizations,"$17,685,450"
"SAPPHIRE COMMUNITY HEALTH, INC",140212353,MISSOULA,MT,598015763,MISSOULA,United States of America,Health Department,Non-Profit Private Non-Government Organizations,"$6,273,598"
INDIAN FAMILY HEALTH CLINIC,006756840,GREAT FALLS,MT,594013752,CASCADE,United States of America,Other Social Services Organization,"Other (Towns, Villages, American Indian Tribes)","$2,944,615"
Great Mines Health Center,130574648,POTOSI,MO,636641423,WASHINGTON,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$13,850,896"
Winslow Indian Health Care Center,149343803,WINSLOW,AZ,860472169,NAVAJO,United States of America,Hospital,"Other (Towns, Villages, American Indian Tribes)","$235,816,616"
CUATRO PUERTAS,147222355,ALBUQUERQUE,NM,871256824,BERNALILLO,United States of America,Other Special Interest Organization,Non-Profit Public Non-Government Organizations,"$798,280"
ARCADIA BIOSCIENCES INC,135964760,SEATTLE,WA,98119,KING,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Large Business ) Organizations,"$1,330,952"
"Health Centers Detroit Foundation, Inc.",147350594,DETROIT,MI,482012153,WAYNE,United States of America,"Research Institution, Foundation and Laboratory",Non-Profit Private Non-Government Organizations,"$238,082"
Center for Community Development for New Americans,177865974,NEW YORK,NY,10007,NEW YORK,United States of America,Welfare Department,State Government,"$2,600,624"
"Bear Lake Community Health Center, Inc.",141820782,GARDEN CITY,UT,840280328,RICH,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$21,931,385"
"BIOINCEPT, LLC",127781370,CHERRY HILL,NJ,080033157,CAMDEN,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$730,194"
SOUTHEAST TECHINVENTURES INC,126657514,RESEARCH TRIANGLE PARK,NC,277093714,DURHAM,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$895,454"
ENGINEERING RESOURCES GROUP INC,142422091,DAVIE,FL,33330,BROWARD,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$149,846"
TENGEN BIOMEDICAL COMPANY,141945118,ROCKVILLE,MD,208503308,MONTGOMERY,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$600,000"
